modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,19,M,1,2,48000,2,3403,163364.0,-44.24507755078458,8520,-28.093523,148.98354,-790.92456,215.59161,4837.591147641943,3112.120298788252,788.9869756480507,13214.481602949449,-0.9993607172393428,0.411155375149173,0.5507717,0.3238887,0.002921443,1.0,-1.3410534983638696,-0.187866613579291,4.8297143e-06,0.0061638355,-0.05368042,0.04248047,10.836848947532836,-0.7096244588513099
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3670,176176.0,-30.754526593417395,11779,-24.588148,124.99556,-676.7447,245.1062,5277.624297928704,3308.479099658921,744.8146141421523,11989.09606960234,-1.1460452177977138,0.327572874584703,0.5089563,0.3096783,0.0041815913,1.0,-1.269570693262147,0.0586466492154771,8.1587615e-07,0.029011307,-0.22293091,0.24005127,10.089643678399923,0.4248058787046946
audio-only,speech,happy,normal,Kids are talking by the door,1st,,M,1,2,48000,2,3837,184184.0,,10631,-26.758368,141.89389,-759.6692,245.23097,5886.221715061804,3887.756690715964,722.9287058126826,11825.847758858516,-1.6825077939987296,0.0152494398127706,0.5463119,0.3122971,0.014394756,1.0,-1.328011079997129,-0.1337435273089956,1.6187983e-07,0.012391955,-0.094573975,0.11428833,13.601404402653028,0.8156850787281147
audio-only,speech,sad,normal,Kids are talking by the door,1st,,M,1,2,48000,2,3437,164965.0,-51.82341297795672,9513,-28.574507,172.55266,-922.5426,201.94803,6217.856392979567,3636.776974023227,836.7365106855044,12234.865327538104,-1.5968814803037763,-0.1275694152676162,0.6224521,0.28458744,0.01278971,1.0,-1.0649516967952126,-0.3630896760108631,-4.263378e-06,0.0025737996,-0.026123047,0.022094727,12.969840417491266,-1.0893987039460562
audio-only,song,angry,strong,Kids are talking by the door,2nd,21,M,1,2,48000,2,4771,229029.0,-21.31943071544706,14810,-20.34853,100.34574,-585.54156,228.84143,4082.906425304696,2927.8964784806085,651.2616486572617,12000.38702079928,0.1969230908436445,1.1283905521774051,0.44824877,0.33219352,0.0026400664,1.0,-1.3203012201484097,0.2840753699133099,-4.5013726e-06,0.08592488,-0.4958191,0.6930237,6.244251435021301,0.5459360682075413
audio-only,song,calm,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,5005,240240.0,-39.60311629833895,13483,-26.946865,138.40471,-795.39343,194.94058,4785.319784737549,3286.5548591267634,837.6524122340873,11934.27373238488,-1.285496791314884,0.5605910241537485,0.48911434,0.33582985,0.0016738862,1.0,-1.427136321920025,0.0764090669290711,-2.8755678e-06,0.010468833,-0.08972168,0.10183716,10.078450630921589,-0.4344568051415167
audio-only,song,fearful,strong,Kids are talking by the door,1st,21,M,1,2,48000,2,4271,205005.0,-30.67262655578109,12493,-24.285963,122.18088,-692.1489,225.60278,4431.662081085767,2977.03347325338,677.3517052815411,11162.420836569196,-1.141021041111878,0.5417288978095325,0.45733804,0.3306652,0.0013928417,1.0,-1.3236921732023497,0.2590867741392256,2.7191243e-06,0.029268742,-0.17874146,0.22555542,7.09798515190462,0.3331839644850149
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,19,M,1,2,48000,2,4838,232232.0,,17182,-27.659042,146.90451,-829.7606,211.64255,5449.349885063669,3298.6993527826107,881.5034311340578,12009.992240732588,-1.3990941274189923,0.2512277083306949,0.5390683,0.29783565,0.00050663704,1.0,-1.146480150777215,-0.0635163035921921,-9.444428e-07,0.004844524,-0.05328369,0.046539307,15.923617234414646,-0.6100606982405166
audio-only,song,fearful,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4004,-1.0,-35.93896492184887,9670,-22.929863,126.073814,-711.1642,196.53607,3919.448649095493,1955.0415188512509,963.9134185729606,8898.540930913186,-0.7636906583587035,0.5725741692940844,0.4818739,0.3106598,0.0049521467,1.0,-1.196660356178162,0.235287962674691,-5.5292785e-06,0.01596603,-0.13845825,0.15338135,14.530791043728732,0.1354476557027467
audio-only,song,angry,strong,Kids are talking by the door,2nd,09,M,1,2,48000,2,4137,198599.0,-31.864873150414027,12942,-22.623493,127.989204,-733.01447,215.3608,4448.768698581125,2490.302334351032,1303.6016719689237,9643.801416137258,-1.5929654294723845,0.2552307962440151,0.49627173,0.30510297,0.002842438,1.0,-1.2407964510814893,0.2146471354172728,1.0068086e-06,0.025516704,-0.21594238,0.25820923,10.605281160019263,0.3263894416964398
audio-only,speech,happy,normal,Kids are talking by the door,1st,09,M,1,2,48000,2,3337,160160.0,-51.32119856629609,8863,-28.836857,169.85072,-921.685,257.06683,5102.393787222638,3625.42227106602,826.8918762334661,12023.66854091048,-1.4534122279019988,0.3119073730325247,0.5550546,0.2928889,0.010000285,1.0,-1.2289439559075277,-0.0660001017019323,-5.401931e-07,0.0027313393,-0.024169922,0.021942139,11.52504929707809,-0.648225161887948
audio-only,speech,disgust,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3804,182583.0,-40.94205209095121,13890,-23.438091,141.24196,-809.51685,186.43289,5056.649508541939,3223.122963517801,103.78984400723178,11317.56729392947,-1.283671351395999,0.220160425591999,0.59265774,0.30681413,0.0033454634,1.0,-1.2437655036974615,-0.2675587704129976,7.020014e-05,0.009001895,-0.05505371,0.05517578,5.716589415990219,-0.2477690001522698
audio-only,speech,sad,strong,Kids are talking by the door,1st,,M,1,2,48000,2,3537,169769.0,-54.05073156633725,11856,-31.262062,176.07373,-968.32056,226.58868,6502.005258013637,3634.238892461488,872.631963944066,11874.607854983366,-1.5768103448108537,-0.2800340953059625,0.61974823,0.2941606,0.0099703185,1.0,-1.103289799476644,-0.43658099985492,2.2223658e-06,0.0020108083,-0.024749756,0.023895264,19.63219855801261,-0.8615408676125764
audio-only,song,neutral,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4071,195395.0,-37.7616815673397,11803,-26.565731,139.45705,-766.959,206.3707,5045.7043312075575,3432.366941758009,889.9696329729543,12016.513058786471,-1.3428515790662157,0.4029037819656693,0.49877045,0.32782632,0.0046048476,1.0,-1.3739674615086803,0.068798851989365,7.3875043e-07,0.01294104,-0.08856201,0.09951782,7.507257741762165,0.0652090013260399
audio-only,song,calm,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,5839,280280.0,-40.48176482250891,10291,-27.701164,142.59244,-805.1818,228.13237,3226.836162487785,3329.039434038232,0.0,11386.177645512676,-0.002879343495393,1.2240441931433397,0.38543248,0.34788227,0.0,1.0,-1.2309250473405542,0.4993471321607022,-3.8748003e-06,0.009484996,-0.06304932,0.061645508,4.660146768124452,-0.0891213994988247
audio-only,song,neutral,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4638,222622.0,-42.85075863979223,11271,-27.764668,153.11113,-870.0596,231.81691,4628.824857305265,3522.3823464331613,937.0901097372712,11897.51087357942,-1.3165611643810504,0.5220509010334318,0.48299313,0.3496606,0.002280955,1.0,-1.5195789488801772,0.1235757856028925,-8.52516e-07,0.0072158664,-0.04751587,0.044647217,5.299481017849743,-0.4322520503626649
audio-only,,calm,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4271,205004.0,-39.25563437695049,9739,-26.175362,143.11398,-803.8744,190.82974,4662.198235843038,3384.12343567202,895.439091365927,10942.513764384645,-1.5069691372624503,0.4409300704603794,0.50039685,0.34057263,0.00045368786,1.0,-1.4654026739507209,0.0275104948911937,6.6690774e-08,0.010911905,-0.07272339,0.08618164,6.245948092796452,-0.2664566684438783
audio-only,,disgust,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3904,187387.0,-42.81403177899228,16088,-28.058773,143.50276,-783.29755,211.50284,6426.080020038895,3710.199238968928,859.5856189490604,12057.913573994923,-1.602718399303123,-0.1538053241898692,0.5790872,0.3052022,0.0027213795,1.0,-1.188698533613605,-0.2894961298859942,-4.3038635e-06,0.007260115,-0.07342529,0.06756592,16.786801597914696,-0.3755461373369411
audio-only,,sad,strong,Kids are talking by the door,1st,,M,1,2,48000,2,3337,160160.0,-39.80810255845745,10366,-27.180813,146.2281,-777.9111,209.05167,6442.526364617742,3728.720058723526,999.127065424746,14436.110005869376,-1.5000759806556676,-0.1449210355684234,0.611521,0.31311315,0.0048852963,1.0,-1.0393286784891924,-0.5270473567521765,-7.4133172e-06,0.010239892,-0.1005249,0.1116333,17.344321070490366,-0.0453051447999534
audio-only,speech,happy,strong,Kids are talking by the door,1st,,M,1,2,48000,2,3670,176176.0,-39.15885466108119,11143,-30.734398,144.10165,-779.23816,217.53693,6411.788635709709,3840.595389559114,1128.2500084856722,12046.333493701106,-1.5393170947736057,-0.0322962171704715,0.5281766,0.30811536,0.0016180387,1.0,-1.2051008280749544,-0.0694748505442559,5.7336518e-08,0.011030492,-0.10424805,0.12695312,15.405912250694332,0.3398756698758365
audio-only,song,fearful,normal,Kids are talking by the door,1st,15,M,1,2,48000,2,4304,206606.0,,11524,-23.506195,132.39659,-759.3508,203.5449,4095.706851667648,2449.769369241581,455.71018948041785,10652.034208917144,-0.7331780396284739,0.508624383986213,0.49578136,0.32813895,0.0032262001,1.0,-1.3821854479463778,0.1276314215134331,0.00036120004,0.014891612,-0.14831543,0.107940674,10.14709227839982,-0.865706327898937
audio-only,song,angry,normal,Kids are talking by the door,2nd,01,M,1,2,48000,2,4771,229029.0,-30.7636744506485,14133,-24.469717,121.36841,-708.62476,197.90726,5297.550530125597,3520.5645829587247,0.0,12316.075426945928,-1.1690084399508058,0.5007533008926115,0.49107727,0.3165616,0.0,1.0,-1.2841252426458218,0.1193201893927222,-7.578194e-06,0.028976277,-0.26428223,0.26669312,11.529598401170848,0.3016134053305146
audio-only,song,fearful,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4404,211412.0,-36.540602259140144,7777,-28.502983,136.17061,-764.5876,202.5693,5152.622660024742,4177.270512374364,0.0,12110.614279809935,-1.3840013875323809,0.4948357695712128,0.47345725,0.35014784,0.0,1.0,-1.4852690921734102,0.1417053808794971,-7.670823e-06,0.014910744,-0.08358765,0.11514282,5.631162675947364,0.4360027536729351
audio-only,song,angry,normal,Kids are talking by the door,2nd,15,M,1,2,48000,2,3937,188989.0,,11031,-20.249708,112.758705,-638.76855,197.14595,4283.93927089897,2615.1593999323327,648.0499877681174,11036.934641451864,-0.651477340322828,0.6897965773525693,0.53258383,0.31698382,0.010636647,1.0,-1.3073003742680032,-0.0508746891295575,0.000116955336,0.047076162,-0.38278198,0.5102844,14.530066976489245,0.128146364256912
audio-only,speech,happy,strong,Kids are talking by the door,1st,,M,1,2,48000,2,3570,171371.0,,8178,-20.525429,133.62122,-723.20374,220.62906,3971.424102707691,2469.3138001470616,285.9885031732712,10589.258504613994,-0.9400656058477505,0.4748958004874021,0.5913477,0.3269599,0.0033379388,1.0,-1.324846168297564,-0.3094885850899092,-7.705835e-06,0.022278598,-0.20574951,0.21536255,12.615881572661507,-0.5297971873976182
audio-only,speech,happy,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3337,160160.0,-41.3969146337224,8753,-25.45028,146.90607,-778.3091,239.01341,5122.585263178471,2955.63835718388,834.4131369202937,10579.600714201348,-1.4052700749473237,0.0154309197296673,0.568041,0.31005526,0.0006769822,1.0,-1.27376521377679,-0.1770105766187191,-4.4640724e-06,0.008544102,-0.1144104,0.085998535,20.968793457450538,-0.8477025052550453
audio-only,song,fearful,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4171,200200.0,,13300,-22.57294,110.47647,-645.5337,197.26926,3856.1250912485934,2103.449936242255,354.83724741901005,11354.457878477531,1.1588249933770856,1.0795268736536625,0.45361498,0.30868316,0.0016056568,1.0,-1.077883950437211,0.371882275301123,1.0044277e-05,0.034893833,-0.2621765,0.22827148,6.988707367301513,0.1982899296392635
audio-only,song,angry,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4171,200200.0,,13407,-22.101849,117.09918,-679.1812,203.33319,4638.250988456924,3188.676958037791,748.9068388033364,12009.57610378458,-0.8553899495292576,0.7019896981286082,0.46710667,0.32558584,0.008249631,1.0,-1.3322059318807775,0.2567699612340473,4.521388e-06,0.046816386,-0.41708374,0.4131775,11.347405688952058,-0.3872114383340387
audio-only,song,fearful,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3937,188989.0,-29.15567662099777,10993,-22.140842,117.53559,-692.3237,205.27606,3445.352199158241,2269.2897147775643,669.5223093685154,11381.924179146525,1.060493751762125,1.2551673575997715,0.5141274,0.3336838,0.0090700425,1.0,-1.39782621911424,0.0218967588042778,-5.3957897e-06,0.034856696,-0.34985352,0.3177185,10.347910716354544,-0.4119387325104089
audio-only,song,angry,strong,Dogs are sitting by the door,2nd,01,M,1,2,48000,2,5205,249850.0,-25.3250315513721,21701,-20.338432,96.36045,-618.5034,188.75125,3615.8984584328064,1881.942416453287,1006.512665183874,10124.63292875799,2.1608696168242103,1.5493128818320885,0.450367,0.3011397,0.002098441,1.0,-0.9821019663642518,0.3735560957125622,8.164811e-06,0.05417234,-0.35662842,0.45687866,6.469005300231471,0.5305455937844438
audio-only,speech,happy,normal,Dogs are sitting by the door,1st,01,M,1,2,48000,2,3537,169769.0,,8301,-30.955057,159.21786,-855.5856,220.98141,6667.926847115689,4265.965647248789,0.0,12135.86645400713,-1.66634430028026,-0.0662424860319413,0.57352054,0.3036961,0.0,1.0,-1.224163152659906,-0.2450644471143487,9.971255e-07,0.0064091375,-0.045806885,0.05001831,8.587085427062613,0.687816273924861
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,05,M,1,2,48000,2,3737,179379.0,-46.0121217382404,13081,-29.409958,155.27347,-806.0164,229.0434,6844.150201811455,3857.879588496052,1210.6720007119218,12071.128790210169,-1.589739368812089,-0.2456579687242377,0.62441534,0.280284,0.0040523475,1.0,-0.9315445466320867,-0.4566910620797886,-1.3259857e-06,0.0050204303,-0.06958008,0.061462402,30.71773343517729,-0.4001556002686073
audio-only,speech,sad,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3537,169769.0,-49.32463824579072,11619,-28.724178,166.06793,-887.7416,185.17625,6158.249974910574,3595.993086137217,1037.4414606142582,12057.366336337023,-1.5737789059486988,-0.0834980769401193,0.60958076,0.30601692,0.011764799,1.0,-1.169172436505003,-0.4248809212975476,-2.1644832e-06,0.0034389906,-0.03161621,0.022918701,12.417466590499746,-0.9124690552474232
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,11,M,1,2,48000,2,5239,251451.0,-39.502409203376885,11555,-26.145834,140.96585,-797.0278,194.94911,4362.822135090847,3323.4949789014786,743.1201904842819,11123.126511571314,-1.3728092721882432,0.5565488175006298,0.45982778,0.3399808,0.00042503874,1.0,-1.4023283872647232,0.2115051341307189,-5.432338e-07,0.010616918,-0.06399536,0.058532715,3.705817514657024,-0.5469288093017658
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,05,M,1,2,48000,2,6006,288288.0,-39.86011402906796,13968,-27.452085,143.11562,-796.0244,250.51761,3762.0970482904495,3452.3837984033,0.0,11698.339507645414,-0.8068848919429819,0.8909834872199066,0.40243372,0.3355797,0.0,1.0,-1.159826440646177,0.5174372170333176,-2.0161706e-06,0.010186281,-0.089660645,0.105041504,11.895789157370643,-0.032511777501153
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3670,176176.0,-40.01804364598864,12769,-26.156845,145.01387,-781.5722,210.39615,5804.076634989774,3652.2857297665128,786.6124824364817,11849.217132658285,-1.6931613154992302,0.0432112119993353,0.5906332,0.30242726,0.008116467,1.0,-1.2054892344577854,-0.318311731277426,9.2154164e-07,0.009984001,-0.098480225,0.1010437,18.975158336731106,-0.3213769102190311
audio-only,speech,sad,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3103,148949.0,-57.844012891236346,8657,-32.833504,182.6687,-1019.0813,215.34886,6840.365139518562,3736.796471329729,1204.5108671074977,11992.926368954784,-1.5429433124459522,-0.3007115498498902,0.6417512,0.2592626,0.029790778,1.0,-0.8092617028704274,-0.4435152116906529,-6.354747e-06,0.0013020502,-0.010864258,0.009460449,12.256501931800075,-1.3156282897319924
audio-only,speech,angry,strong,Kids are talking by the door,2nd,19,M,1,2,48000,2,4805,230630.0,-19.64881824928465,15450,-21.64256,96.069786,-585.47675,175.98274,4983.934508851251,2527.272814278157,1091.7587136138998,11606.970457036,-0.7238057347014242,0.6650545294081068,0.47149473,0.33172664,0.00096735905,1.0,-1.360379670713676,0.1674987828936925,1.0050437e-05,0.10413389,-0.7434082,0.862854,7.870389545450736,-0.0796403694209389
audio-only,speech,calm,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,4171,200200.0,-43.989591790056,13751,-25.587961,144.13809,-793.9547,235.60017,5101.024408341395,3667.394737967225,741.0190193367346,13150.269414986871,-1.1791868581085614,0.5318331829599916,0.537883,0.29212388,0.011371876,1.0,-1.195433592456714,0.0111774551080663,1.4527099e-07,0.0063184686,-0.04763794,0.064086914,13.97722436779916,0.6163218360396492
audio-only,,happy,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4605,221021.0,,12751,-25.694962,134.97963,-769.9034,197.94543,4699.732351530626,3169.538181020509,791.880197531216,11527.060516739128,-1.1359430040445375,0.5898368384374504,0.49137455,0.3265357,0.0011924527,1.0,-1.3612165303561374,0.1273439560193672,-9.772843e-06,0.014335861,-0.1816101,0.21258545,24.105174367793104,-0.1307850326152006
audio-only,song,sad,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4671,224224.0,-36.48736885673499,10079,-28.049562,135.8242,-763.8276,226.94678,4554.440077275666,3589.8555267001466,674.0425930168099,11970.80598623151,-1.1249982633682127,0.6173860518418429,0.44058678,0.33875734,0.0004307068,1.0,-1.3571384718374455,0.286274015347457,1.7693401e-07,0.014992224,-0.08248901,0.08242798,4.23228841418729,0.039244869954496
audio-only,speech,fearful,strong,Kids are talking by the door,1st,19,M,1,2,48000,2,3837,184184.0,-32.995077500872945,12197,-27.043932,120.78936,-706.6108,161.4961,4749.41476534814,2736.45252779392,1323.7509599484572,11783.344706491618,0.1153918530698923,1.1445108232378942,0.41381088,0.34975156,0.00056577916,1.0,-1.3201078634390424,0.4125935143141933,2.4704485e-07,0.022421096,-0.18688965,0.19891357,9.820858558285115,-0.3347537903007503
audio-only,song,sad,normal,Kids are talking by the door,1st,09,M,1,2,48000,2,5138,246647.0,-39.73066469364127,10909,-28.618467,142.03996,-787.65784,223.48615,4441.455976659523,3786.37706865581,901.5151795392376,12000.000178813934,-1.3556268811726655,0.5949619238224011,0.44317546,0.33402973,0.0015211862,1.0,-1.3133532847457954,0.2467905875718249,-8.9691713e-07,0.010321803,-0.08105469,0.08972168,7.425552778935366,-0.5351953863137321
audio-only,speech,calm,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3437,164965.0,,8305,-29.033659,181.8821,-1032.563,203.45126,5622.657930362267,3705.522643323422,1158.1671643252864,11773.79085796089,-1.6418973510464328,0.2433702510438453,0.72407687,0.2101258,0.035989802,1.0,-0.0355467197109082,-0.7004733665021037,-3.4020445e-07,0.0010055883,-0.0064697266,0.0072021484,5.637361477307241,-0.4941311440644316
audio-only,speech,calm,normal,Dogs are sitting by the door,2nd,09,M,1,2,48000,2,3570,171371.0,-55.0404388279356,9785,-29.67857,176.91966,-981.4527,253.46628,6015.2292979815165,3768.793365267943,1005.217145975534,12054.854383888229,-1.482021085638513,0.0436680172595137,0.6545004,0.26544112,0.0067812977,1.0,-0.5559377511860095,-0.6153148789933434,-2.265165e-07,0.0017774487,-0.019134521,0.013519287,15.874250914947734,-1.0756748567709784
audio-only,song,sad,strong,Dogs are sitting by the door,1st,09,M,1,2,48000,2,4271,205005.0,,12497,-29.461298,147.22406,-802.9233,210.63556,5180.654662402173,3282.9597376400225,969.2935734990052,11845.993137990548,-1.2961383548972791,0.327442268193361,0.49468553,0.32620522,0.0032550227,1.0,-1.3748421227799783,0.0586647704553874,-1.429081e-08,0.007280422,-0.071136475,0.07531738,15.500224557683548,-0.7342893177849749
audio-only,speech,neutral,normal,Dogs are sitting by the door,1st,09,M,1,2,48000,2,3337,160160.0,-55.66112350273499,9513,-32.033707,180.04967,-973.5076,242.82207,6389.993565966391,4077.673003421837,0.0,12081.232334594572,-1.533230984064181,-0.1075629688810033,0.6231627,0.29609728,0.0,1.0,-0.8058541819581015,-0.5693378673680749,-6.745269e-07,0.0016641415,-0.014587402,0.014404297,10.55520824959579,-0.4512205021837545
audio-only,speech,fearful,normal,Dogs are sitting by the door,1st,19,M,1,2,48000,2,3770,180981.0,,13929,-29.84757,147.52933,-833.04333,170.79276,5703.158494945659,3374.9410625094847,942.178667853543,12000.477185552429,-1.216219718505461,0.4388390831630265,0.51569694,0.32013926,0.0008608492,1.0,-1.2773813454056255,-0.0448536342374006,-9.1304355e-06,0.0064243437,-0.06298828,0.056121826,11.667546851156082,-0.759182519138524
audio-only,speech,neutral,normal,Dogs are sitting by the door,1st,21,M,1,2,48000,2,3604,172973.0,-39.25563437695049,9665,-26.629917,148.16357,-790.9346,265.94324,6093.838223147892,3939.098796519661,808.8477596866683,12157.731757240424,-1.6048991935086054,-0.0624779859981623,0.5789879,0.2945203,0.013120176,1.0,-1.15746263391654,-0.2541659302428396,9.825371e-07,0.010903008,-0.0904541,0.13244629,14.679142184611912,0.7958220818178002
audio-only,song,sad,strong,Dogs are sitting by the door,1st,21,M,1,2,48000,2,4738,227427.0,,12375,-26.26104,123.64329,-696.2058,223.89674,4643.467674480652,3737.988557199415,796.8270468476418,11977.933389888904,-1.353937777778418,0.5528226603967518,0.4678594,0.34036192,0.00058449875,1.0,-1.4442555309370793,0.1603477724494068,4.8709614e-07,0.021668565,-0.177948,0.16186523,4.713673833674377,0.1569430317789726
audio-only,song,happy,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4171,200200.0,-31.63925294222025,11344,-22.801287,118.18105,-670.5322,187.96237,3888.76149429314,2505.501745312227,866.9475136591388,10836.679584819336,-0.1930640292057344,1.0078350230273994,0.49068865,0.3450509,0.0020143262,1.0,-1.4925858346588918,0.1293465189292853,1.1234798e-05,0.026187366,-0.20773315,0.22103882,9.83242206548574,-0.3081995350856708
audio-only,speech,calm,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4071,195395.0,-43.1884815553319,11399,-24.785637,153.76323,-838.688,248.14407,5104.470226652569,3293.6660872199973,778.8015699751228,11300.96739122372,-1.4697920418920118,0.1396168664073762,0.56528175,0.2935768,0.021512775,1.0,-1.2378152342489712,-0.0899385810819851,8.0216114e-07,0.0069475276,-0.053771973,0.06921387,11.304926288482084,0.5710074632228127
audio-only,speech,angry,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3570,171371.0,-35.872786394943425,9832,-24.057545,130.69365,-700.22156,187.47682,4556.1806719149445,3123.2649399832903,819.8809089336426,11165.693801261852,-1.0062225410560828,0.683537080323357,0.5952467,0.317812,0.0003522606,1.0,-1.1734680484800288,-0.368601857003409,-4.389042e-05,0.016104437,-0.15026855,0.16281128,13.318283610540076,-0.0812179773261024
audio-only,speech,calm,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3604,172972.0,-46.72945975333096,8833,-25.353374,156.25537,-886.12134,208.88715,4412.135475219247,2914.614992901934,374.3032907382786,10641.041303293236,-1.3140530814514642,0.386763200953795,0.5757309,0.3110664,0.0028073953,1.0,-1.257560677429872,-0.210272326137599,4.1579784e-05,0.0046179155,-0.04272461,0.025390625,7.882849150706685,-1.3677311131781538
audio-only,song,sad,normal,Dogs are sitting by the door,1st,15,M,1,2,48000,2,4271,205005.0,-34.731509259139564,11529,-25.863136,133.59401,-771.40515,217.36505,4711.166146031375,3656.0090115730254,666.8936014889156,12049.838020827396,-1.0642447469613976,0.6522539243851139,0.44365394,0.3287561,0.0020616837,1.0,-1.2803477202232287,0.3427420212049201,-8.833507e-06,0.01836854,-0.12319946,0.1015625,4.938972121961071,-0.7480127758236597
audio-only,song,sad,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4671,224224.0,-41.52234482258911,5885,-29.973415,148.66145,-808.6866,227.4949,5211.18233876375,4625.9461594419645,0.0,12005.269523100036,-1.6332214833129428,0.4586462082441515,0.48968497,0.34326857,0.0,1.0,-1.4483463034690702,0.0298320575189686,-8.1403255e-07,0.0083976975,-0.045318604,0.05001831,4.504950052853711,0.2508694564511581
audio-only,speech,calm,strong,Dogs are sitting by the door,2nd,01,M,1,2,48000,2,4004,192192.0,,9857,-31.220362,166.62672,-929.0944,220.72968,6481.998135540556,4379.124939025182,0.0,15342.582114942565,-1.6649179461967685,0.1084699514160712,0.58841205,0.2877882,0.0,1.0,-1.149961690802917,-0.2252991008903296,1.1456477e-06,0.0034109007,-0.017089844,0.029785156,9.174326916282205,1.0124982124933692
audio-only,speech,angry,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3770,180981.0,,14503,-19.65508,91.722946,-542.3252,169.16301,4924.935071291434,2062.305462469061,973.7561935134144,11050.387222418802,0.2893081239749273,0.7635996593042194,0.47031972,0.3219338,0.00068921753,1.0,-1.2115247563077172,0.1579369210048777,4.686525e-05,0.1042753,-0.9398804,0.93948364,14.33523578985448,0.17546948563394
audio-only,speech,fearful,strong,Dogs are sitting by the door,1st,05,M,1,2,48000,2,3237,155355.0,,7956,-25.759064,117.63337,-640.7365,180.0466,4882.194257345241,2653.749585954144,1099.9606516549884,11270.482122965746,-0.9162146321062492,0.5491520346750641,0.52097434,0.32866496,0.0021251957,1.0,-1.3330544092733672,-0.058291229796103,-5.162972e-06,0.034766737,-0.42340088,0.414917,21.67959936885574,0.158655905195017
audio-only,song,happy,normal,Dogs are sitting by the door,1st,11,M,1,2,48000,2,4371,209810.0,-36.0391878373155,9864,-25.23868,135.74901,-757.7003,203.85406,4563.408218489984,3471.5466178099714,699.3467473510111,11769.893143151592,-1.4232451875568528,0.4559682958337818,0.49964985,0.34763005,0.0008591381,1.0,-1.502955094928887,0.0043341777246408,1.2407175e-07,0.015778305,-0.10525513,0.09429932,4.717683994234878,-0.419073619886211
audio-only,speech,surprised,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3637,174574.0,-40.12494825257229,12356,-28.239223,140.44786,-771.888,200.87946,6190.885482809308,3254.250576060565,1295.660224510737,12104.637435187216,-1.3133063762041004,0.0440002847152315,0.50579935,0.30563667,0.0019616634,1.0,-1.2113898079079426,0.0672962312657824,-2.4410706e-06,0.009866628,-0.118255615,0.09463501,16.14903929682858,-0.0614765806985621
audio-only,speech,surprised,strong,Kids are talking by the door,2nd,13,M,1,2,48000,2,3303,158558.0,,10302,-28.179468,150.83966,-791.1213,224.49268,6857.730668645566,3945.6417780511297,834.9163127271844,12101.179462287577,-1.5940215359008534,-0.2647500543084638,0.6369019,0.2958712,0.0034691386,1.0,-0.8619401772407245,-0.610200188142025,-1.8996739e-06,0.0063980618,-0.079193115,0.07171631,19.3932633436068,-1.2000680585003838
audio-only,song,happy,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4438,213013.0,,11794,-26.20058,144.16644,-822.11426,220.60666,4430.172869010485,3388.311018885417,715.8104263591997,11571.915180443511,-1.109613234836373,0.5772199239408504,0.43071872,0.3337268,0.0018304487,1.0,-1.2746750941004117,0.3881912815018218,8.508154e-06,0.009101089,-0.062194824,0.05670166,4.9794376849699615,-0.87357076031546
